Department,ProgramLevel,Year,BatchYear,RegisterNumber,Student Name,Email
M.Sc Mathematics,PG,2,25,82302534036,Sneha Gowda,82302534036@hicas.ac.in
M.Sc Mathematics,PG,2,25,82302534037,Advika Das,82302534037@hicas.ac.in
M.Sc Mathematics,PG,2,25,82302534038,Vihaan Bose,82302534038@hicas.ac.in
M.Sc Mathematics,PG,2,25,82302534039,Pari Sharma,82302534039@hicas.ac.in
M.Sc Mathematics,PG,2,25,82302534040,Arjun Kapoor,82302534040@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634101,Riya Das,82302634101@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634102,Riya Bhatt,82302634102@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634103,Tara Chaudhary,82302634103@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634104,Rajat Bhatt,82302634104@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634105,Mohammed Sharma,82302634105@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634106,Rakesh Bhatt,82302634106@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634107,Lavanya Mishra,82302634107@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634108,Sameer Gupta,82302634108@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634109,Sameer Jain,82302634109@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634110,Prisha Reddy,82302634110@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634111,Pooja Rao,82302634111@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634112,Anaya Bhatt,82302634112@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634113,Meera Verma,82302634113@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634114,Reyansh Singh,82302634114@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634115,Kabir Jain,82302634115@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634116,Vikram Verma,82302634116@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634117,Divya Gowda,82302634117@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634118,Vivaan Iyer,82302634118@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634119,Karthik Shukla,82302634119@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634120,Jiya Menon,82302634120@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634121,Harsh Dutta,82302634121@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634122,Siddharth Kulkarni,82302634122@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634123,Atharv Sharma,82302634123@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634124,Yash Chaudhary,82302634124@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634125,Yash Chopra,82302634125@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634126,Navya Menon,82302634126@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634127,Karthik Jain,82302634127@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634128,Nikhil Mukherjee,82302634128@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634129,Vihaan Mishra,82302634129@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634130,Sanjay Pandey,82302634130@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634131,Sameer Pandey,82302634131@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634132,Bhavya Sharma,82302634132@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634133,Sara Das,82302634133@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634134,Rohan Kumar,82302634134@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634135,Harsh Pandey,82302634135@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634136,Siddharth Chaudhary,82302634136@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634137,Ishaan Nair,82302634137@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634138,Aarohi Kapoor,82302634138@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634139,Jiya Chaudhary,82302634139@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,1,26,82302634140,Advika Bhatt,82302634140@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534101,Navya Chaudhary,82302534101@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534102,Rohan Mehta,82302534102@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534103,Karthik Yadav,82302534103@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534104,Shaurya Mehta,82302534104@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534105,Pranav Shukla,82302534105@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534106,Meera Rao,82302534106@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534107,Krishna Verma,82302534107@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534108,Ishaan Patel,82302534108@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534109,Pari Kumar,82302534109@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534110,Ira Verma,82302534110@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534111,Saanvi Mukherjee,82302534111@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534112,Kabir Bhatt,82302534112@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534113,Ishaan Menon,82302534113@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534114,Ishita Gowda,82302534114@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534115,Pooja Jain,82302534115@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534116,Tara Kumar,82302534116@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534117,Manav Shukla,82302534117@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534118,Shruti Kumar,82302534118@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534119,Pari Shukla,82302534119@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534120,Anika Shukla,82302534120@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534121,Atharv Rao,82302534121@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534122,Arjun Verma,82302534122@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534123,Myra Kulkarni,82302534123@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534124,Sai Singh,82302534124@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534125,Abhinav Banerjee,82302534125@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534126,Lavanya Kumar,82302534126@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534127,Aarohi Sharma,82302534127@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534128,Anjali Rao,82302534128@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534129,Lavanya Mehta,82302534129@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534130,Ayaan Menon,82302534130@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534131,Krishna Kulkarni,82302534131@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534132,Divya Banerjee,82302534132@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534133,Pooja Mishra,82302534133@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534134,Divya Kulkarni,82302534134@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534135,Nikhil Kumar,82302534135@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534136,Shruti Patel,82302534136@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534137,Mohammed Kumar,82302534137@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534138,Dhruv Sharma,82302534138@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534139,Anjali Shetty,82302534139@hicas.ac.in
M.Sc Electronics and Communication Systems,PG,2,25,82302534140,Advika Das,82302534140@hicas.ac.in
M.Sc Physics,PG,1,26,82302634201,Meera Yadav,82302634201@hicas.ac.in
M.Sc Physics,PG,1,26,82302634202,Advika Gupta,82302634202@hicas.ac.in
M.Sc Physics,PG,1,26,82302634203,Meera Gupta,82302634203@hicas.ac.in
M.Sc Physics,PG,1,26,82302634204,Rohan Chaudhary,82302634204@hicas.ac.in
M.Sc Physics,PG,1,26,82302634205,Vivaan Chopra,82302634205@hicas.ac.in
M.Sc Physics,PG,1,26,82302634206,Reyansh Gowda,82302634206@hicas.ac.in
M.Sc Physics,PG,1,26,82302634207,Shruti Dutta,82302634207@hicas.ac.in
M.Sc Physics,PG,1,26,82302634208,Ishaan Jain,82302634208@hicas.ac.in
M.Sc Physics,PG,1,26,82302634209,Harini Shetty,82302634209@hicas.ac.in
M.Sc Physics,PG,1,26,82302634210,Aadhya Gowda,82302634210@hicas.ac.in
M.Sc Physics,PG,1,26,82302634211,Pari Chopra,82302634211@hicas.ac.in
M.Sc Physics,PG,1,26,82302634212,Dhruv Bhatt,82302634212@hicas.ac.in
M.Sc Physics,PG,1,26,82302634213,Sameer Dutta,82302634213@hicas.ac.in
M.Sc Physics,PG,1,26,82302634214,Aadhya Kumar,82302634214@hicas.ac.in
M.Sc Physics,PG,1,26,82302634215,Atharv Patel,82302634215@hicas.ac.in
M.Sc Physics,PG,1,26,82302634216,Rohan Iyer,82302634216@hicas.ac.in
M.Sc Physics,PG,1,26,82302634217,Ayaan Pillai,82302634217@hicas.ac.in
M.Sc Physics,PG,1,26,82302634218,Aarav Shukla,82302634218@hicas.ac.in
M.Sc Physics,PG,1,26,82302634219,Nikhil Mehta,82302634219@hicas.ac.in
M.Sc Physics,PG,1,26,82302634220,Rohan Kulkarni,82302634220@hicas.ac.in
M.Sc Physics,PG,1,26,82302634221,Riya Patel,82302634221@hicas.ac.in
M.Sc Physics,PG,1,26,82302634222,Anjali Patel,82302634222@hicas.ac.in
M.Sc Physics,PG,1,26,82302634223,Arjun Singh,82302634223@hicas.ac.in
M.Sc Physics,PG,1,26,82302634224,Divya Bose,82302634224@hicas.ac.in
M.Sc Physics,PG,1,26,82302634225,Keerthi Shetty,82302634225@hicas.ac.in
M.Sc Physics,PG,1,26,82302634226,Anaya Gowda,82302634226@hicas.ac.in
M.Sc Physics,PG,1,26,82302634227,Abhinav Bhatt,82302634227@hicas.ac.in
M.Sc Physics,PG,1,26,82302634228,Vikram Pandey,82302634228@hicas.ac.in
M.Sc Physics,PG,1,26,82302634229,Karthik Mehta,82302634229@hicas.ac.in
M.Sc Physics,PG,1,26,82302634230,Siddharth Pillai,82302634230@hicas.ac.in
M.Sc Physics,PG,1,26,82302634231,Aditya Shetty,82302634231@hicas.ac.in
M.Sc Physics,PG,1,26,82302634232,Vaishnavi Banerjee,82302634232@hicas.ac.in
M.Sc Physics,PG,1,26,82302634233,Sameer Kulkarni,82302634233@hicas.ac.in
M.Sc Physics,PG,1,26,82302634234,Abhinav Kapoor,82302634234@hicas.ac.in
M.Sc Physics,PG,1,26,82302634235,Advika Kulkarni,82302634235@hicas.ac.in
M.Sc Physics,PG,1,26,82302634236,Anika Shetty,82302634236@hicas.ac.in
M.Sc Physics,PG,1,26,82302634237,Myra Jain,82302634237@hicas.ac.in
M.Sc Physics,PG,1,26,82302634238,Pari Pandey,82302634238@hicas.ac.in
M.Sc Physics,PG,1,26,82302634239,Prisha Mukherjee,82302634239@hicas.ac.in
M.Sc Physics,PG,1,26,82302634240,Aditya Jain,82302634240@hicas.ac.in
M.Sc Physics,PG,2,25,82302534201,Mohammed Bose,82302534201@hicas.ac.in
M.Sc Physics,PG,2,25,82302534202,Vikram Banerjee,82302534202@hicas.ac.in
M.Sc Physics,PG,2,25,82302534203,Lavanya Iyer,82302534203@hicas.ac.in
M.Sc Physics,PG,2,25,82302534204,Lavanya Gupta,82302534204@hicas.ac.in
M.Sc Physics,PG,2,25,82302534205,Jiya Verma,82302534205@hicas.ac.in
M.Sc Physics,PG,2,25,82302534206,Siddharth Kulkarni,82302534206@hicas.ac.in
M.Sc Physics,PG,2,25,82302534207,Aditya Verma,82302534207@hicas.ac.in
M.Sc Physics,PG,2,25,82302534208,Sameer Jain,82302534208@hicas.ac.in
M.Sc Physics,PG,2,25,82302534209,Anjali Mishra,82302534209@hicas.ac.in
M.Sc Physics,PG,2,25,82302534210,Vihaan Patel,82302534210@hicas.ac.in
M.Sc Physics,PG,2,25,82302534211,Rakesh Bose,82302534211@hicas.ac.in
M.Sc Physics,PG,2,25,82302534212,Siddharth Pandey,82302534212@hicas.ac.in
M.Sc Physics,PG,2,25,82302534213,Pranav Pillai,82302534213@hicas.ac.in
M.Sc Physics,PG,2,25,82302534214,Bhavya Menon,82302534214@hicas.ac.in
M.Sc Physics,PG,2,25,82302534215,Vikram Singh,82302534215@hicas.ac.in
M.Sc Physics,PG,2,25,82302534216,Manav Menon,82302534216@hicas.ac.in
M.Sc Physics,PG,2,25,82302534217,Advika Shukla,82302534217@hicas.ac.in
M.Sc Physics,PG,2,25,82302534218,Vihaan Gowda,82302534218@hicas.ac.in
M.Sc Physics,PG,2,25,82302534219,Jiya Pandey,82302534219@hicas.ac.in
M.Sc Physics,PG,2,25,82302534220,Shaurya Bose,82302534220@hicas.ac.in
M.Sc Physics,PG,2,25,82302534221,Aditi Mishra,82302534221@hicas.ac.in
M.Sc Physics,PG,2,25,82302534222,Krishna Nair,82302534222@hicas.ac.in
M.Sc Physics,PG,2,25,82302534223,Aarohi Jain,82302534223@hicas.ac.in
M.Sc Physics,PG,2,25,82302534224,Sai Singh,82302534224@hicas.ac.in
M.Sc Physics,PG,2,25,82302534225,Shruti Yadav,82302534225@hicas.ac.in
M.Sc Physics,PG,2,25,82302534226,Pooja Gowda,82302534226@hicas.ac.in
M.Sc Physics,PG,2,25,82302534227,Myra Kumar,82302534227@hicas.ac.in
M.Sc Physics,PG,2,25,82302534228,Siddharth Mehta,82302534228@hicas.ac.in
M.Sc Physics,PG,2,25,82302534229,Abhinav Bose,82302534229@hicas.ac.in
M.Sc Physics,PG,2,25,82302534230,Vivaan Singh,82302534230@hicas.ac.in
M.Sc Physics,PG,2,25,82302534231,Vikram Yadav,82302534231@hicas.ac.in
M.Sc Physics,PG,2,25,82302534232,Pooja Gowda,82302534232@hicas.ac.in
M.Sc Physics,PG,2,25,82302534233,Pooja Patel,82302534233@hicas.ac.in
M.Sc Physics,PG,2,25,82302534234,Lavanya Bose,82302534234@hicas.ac.in
M.Sc Physics,PG,2,25,82302534235,Reyansh Das,82302534235@hicas.ac.in
M.Sc Physics,PG,2,25,82302534236,Abhinav Gowda,82302534236@hicas.ac.in
M.Sc Physics,PG,2,25,82302534237,Pari Shukla,82302534237@hicas.ac.in
M.Sc Physics,PG,2,25,82302534238,Prisha Mukherjee,82302534238@hicas.ac.in
M.Sc Physics,PG,2,25,82302534239,Atharv Gowda,82302534239@hicas.ac.in
M.Sc Physics,PG,2,25,82302534240,Aarohi Reddy,82302534240@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634301,Reyansh Reddy,82302634301@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634302,Prisha Bose,82302634302@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634303,Navya Chopra,82302634303@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634304,Reyansh Jain,82302634304@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634305,Prisha Kapoor,82302634305@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634306,Aarohi Mukherjee,82302634306@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634307,Diya Shetty,82302634307@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634308,Atharv Kapoor,82302634308@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634309,Sara Kapoor,82302634309@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634310,Aditya Pillai,82302634310@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634311,Atharv Shukla,82302634311@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634312,Harsh Yadav,82302634312@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634313,Keerthi Chaudhary,82302634313@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634314,Keerthi Kumar,82302634314@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634315,Atharv Bhatt,82302634315@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634316,Shaurya Singh,82302634316@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634317,Shruti Gowda,82302634317@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634318,Vihaan Mehta,82302634318@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634319,Pranav Menon,82302634319@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634320,Aarohi Pillai,82302634320@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634321,Krishna Menon,82302634321@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634322,Navya Singh,82302634322@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634323,Sai Pandey,82302634323@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634324,Ishaan Patel,82302634324@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634325,Aarav Shetty,82302634325@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634326,Anjali Das,82302634326@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634327,Aarav Bose,82302634327@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634328,Anaya Bhatt,82302634328@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634329,Anaya Verma,82302634329@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634330,Nandini Sharma,82302634330@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634331,Meera Pandey,82302634331@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634332,Anaya Gupta,82302634332@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634333,Ritvik Yadav,82302634333@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634334,Riya Dutta,82302634334@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634335,Vikram Mehta,82302634335@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634336,Krishna Nair,82302634336@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634337,Meera Shetty,82302634337@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634338,Aarav Gupta,82302634338@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634339,Lavanya Verma,82302634339@hicas.ac.in
M.Sc Applied Psychology,PG,1,26,82302634340,Nikhil Shetty,82302634340@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534301,Navya Verma,82302534301@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534302,Bhavya Banerjee,82302534302@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534303,Ritvik Iyer,82302534303@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534304,Dhruv Kumar,82302534304@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534305,Vihaan Mishra,82302534305@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534306,Yash Iyer,82302534306@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534307,Shaurya Bhatt,82302534307@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534308,Aditya Chaudhary,82302534308@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534309,Anika Banerjee,82302534309@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534310,Meera Menon,82302534310@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534311,Harsh Shukla,82302534311@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534312,Reyansh Iyer,82302534312@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534313,Mohammed Mehta,82302534313@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534314,Dhruv Singh,82302534314@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534315,Saanvi Menon,82302534315@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534316,Advika Chaudhary,82302534316@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534317,Ishita Gowda,82302534317@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534318,Meera Yadav,82302534318@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534319,Sneha Verma,82302534319@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534320,Dhruv Bose,82302534320@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534321,Vaishnavi Yadav,82302534321@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534322,Rajat Shukla,82302534322@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534323,Aditya Nair,82302534323@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534324,Shruti Menon,82302534324@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534325,Abhinav Chopra,82302534325@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534326,Pooja Kapoor,82302534326@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534327,Bhavya Nair,82302534327@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534328,Anjali Mehta,82302534328@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534329,Aditi Verma,82302534329@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534330,Arjun Menon,82302534330@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534331,Aadhya Kumar,82302534331@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534332,Sai Gowda,82302534332@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534333,Keerthi Das,82302534333@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534334,Harsh Jain,82302534334@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534335,Ayaan Jain,82302534335@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534336,Ritvik Gowda,82302534336@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534337,Ritvik Shetty,82302534337@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534338,Vihaan Reddy,82302534338@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534339,Anika Kulkarni,82302534339@hicas.ac.in
M.Sc Applied Psychology,PG,2,25,82302534340,Navya Jain,82302534340@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634401,Reyansh Dutta,82302634401@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634402,Aarohi Gowda,82302634402@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634403,Meera Shukla,82302634403@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634404,Sneha Gowda,82302634404@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634405,Rakesh Mehta,82302634405@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634406,Meera Bhatt,82302634406@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634407,Abhinav Das,82302634407@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634408,Jiya Yadav,82302634408@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634409,Advika Chopra,82302634409@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634410,Divya Kumar,82302634410@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634411,Advika Yadav,82302634411@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634412,Anaya Jain,82302634412@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634413,Aarohi Mishra,82302634413@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634414,Anaya Dutta,82302634414@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634415,Nandini Singh,82302634415@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634416,Lavanya Shetty,82302634416@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634417,Rohan Gowda,82302634417@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634418,Rakesh Patel,82302634418@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634419,Aarav Reddy,82302634419@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634420,Vivaan Bose,82302634420@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634421,Navya Mukherjee,82302634421@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634422,Sai Kulkarni,82302634422@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634423,Harini Patel,82302634423@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634424,Nandini Shetty,82302634424@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634425,Ayaan Mehta,82302634425@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634426,Aditya Rao,82302634426@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634427,Yash Verma,82302634427@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634428,Nandini Mishra,82302634428@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634429,Ritvik Sharma,82302634429@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634430,Navya Patel,82302634430@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634431,Ishita Menon,82302634431@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634432,Sanjay Mukherjee,82302634432@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634433,Arjun Menon,82302634433@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634434,Pranav Jain,82302634434@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634435,Sara Rao,82302634435@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634436,Shruti Sharma,82302634436@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634437,Sai Chaudhary,82302634437@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634438,Harsh Rao,82302634438@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634439,Siddharth Kulkarni,82302634439@hicas.ac.in
M.Sc Visual Communications,PG,1,26,82302634440,Anika Shetty,82302634440@hicas.ac.in
M.Sc Visual Communications,PG,2,25,82302534401,Vivaan Banerjee,82302534401@hicas.ac.in
M.Sc Visual Communications,PG,2,25,82302534402,Dhruv Patel,82302534402@hicas.ac.in
M.Sc Visual Communications,PG,2,25,82302534403,Harsh Banerjee,82302534403@hicas.ac.in
M.Sc Visual Communications,PG,2,25,82302534404,Harsh Shukla,82302534404@hicas.ac.in
M.Sc Visual Communications,PG,2,25,82302534405,Saanvi Dutta,82302534405@hicas.ac.in
M.Sc Visual Communications,PG,2,25,82302534406,Tara Dutta,82302534406@hicas.ac.in
